Date,Close
3/3/2015 16:00:00,70.01
3/4/2015 16:00:00,69.65
3/5/2015 16:00:00,69.52
3/6/2015 16:00:00,68.56
3/9/2015 16:00:00,68.82
3/10/2015 16:00:00,67.79
3/11/2015 16:00:00,67.52
3/12/2015 16:00:00,68.3
3/13/2015 16:00:00,67.91
3/16/2015 16:00:00,68.72
3/17/2015 16:00:00,68.57
3/18/2015 16:00:00,69.46
3/19/2015 16:00:00,68.98
3/20/2015 16:00:00,69.49
3/23/2015 16:00:00,69.07
3/24/2015 16:00:00,68.53
3/25/2015 16:00:00,67.77
3/26/2015 16:00:00,67.58
3/27/2015 16:00:00,67.72
3/30/2015 16:00:00,68.58
3/31/2015 16:00:00,68.3
4/1/2015 16:00:00,67.86
4/2/2015 16:00:00,68.05
4/6/2015 16:00:00,68.56
4/7/2015 16:00:00,68.44
4/8/2015 16:00:00,68.44
4/9/2015 16:00:00,68.79
4/10/2015 16:00:00,69.35
4/13/2015 16:00:00,68.98
4/14/2015 16:00:00,69.16
4/15/2015 16:00:00,69.6
4/16/2015 16:00:00,69.56
4/17/2015 16:00:00,68.86
4/20/2015 16:00:00,69.51
4/21/2015 16:00:00,69.24
4/22/2015 16:00:00,69.59
4/23/2015 16:00:00,69.67
4/24/2015 16:00:00,69.91
4/27/2015 16:00:00,69.67
4/28/2015 16:00:00,70.21
4/29/2015 16:00:00,69.91
4/30/2015 16:00:00,69.46
5/1/2015 16:00:00,69.91
5/4/2015 16:00:00,70.11
5/5/2015 16:00:00,69.42
5/6/2015 16:00:00,69.12
5/7/2015 16:00:00,69.26
5/8/2015 16:00:00,70.15
5/11/2015 16:00:00,69.77
5/12/2015 16:00:00,69.59
5/13/2015 16:00:00,69.62
5/14/2015 16:00:00,70.25
5/15/2015 16:00:00,70.33
5/18/2015 16:00:00,70.4
5/19/2015 16:00:00,70.37
5/20/2015 16:00:00,70.43
5/21/2015 16:00:00,70.51
5/22/2015 16:00:00,70.21
5/26/2015 16:00:00,69.63
5/27/2015 16:00:00,70.11
5/28/2015 16:00:00,70.12
5/29/2015 16:00:00,69.72
6/1/2015 16:00:00,69.73
6/2/2015 16:00:00,69.61
6/3/2015 16:00:00,69.65
6/4/2015 16:00:00,69.09
6/5/2015 16:00:00,68.8
6/8/2015 16:00:00,68.52
6/9/2015 16:00:00,68.59
6/10/2015 16:00:00,69.34
6/11/2015 16:00:00,69.53
6/12/2015 16:00:00,68.95
6/15/2015 16:00:00,68.61
6/16/2015 16:00:00,69.02
6/17/2015 16:00:00,69.19
6/18/2015 16:00:00,69.93
6/19/2015 16:00:00,69.54
6/22/2015 16:00:00,69.94
6/23/2015 16:00:00,69.89
6/24/2015 16:00:00,69.37
6/25/2015 16:00:00,69.1
6/26/2015 16:00:00,68.66
6/29/2015 16:00:00,67.34
6/30/2015 16:00:00,67.32
7/1/2015 16:00:00,67.77
7/2/2015 16:00:00,67.79
7/6/2015 16:00:00,67.57
7/7/2015 16:00:00,68.08
7/8/2015 16:00:00,67.13
7/9/2015 16:00:00,67.17
7/10/2015 16:00:00,67.88
7/13/2015 16:00:00,68.51
7/14/2015 16:00:00,68.73
